CategoryName,SubCategoryName,ActivityName,TaskName,ParentTaskName,TaskDescription,DepartmentName,UserName,AssignedDate,CloseDate,BookedDate,Hours
Design and Engineering,Fire Suppression Design,Fire Suppression Design,Suppression layout,,Design the fire suppression pipework and nozzle layout,Mechanical Engineering,Marcus Brown,2026-03-30,2026-04-24,2026-03-30,8
Design and Engineering,Fire Suppression Design,Fire Suppression Design,Suppression layout,,Design the fire suppression pipework and nozzle layout,Mechanical Engineering,Marcus Brown,2026-03-30,2026-04-24,2026-03-31,8
Design and Engineering,Fire Suppression Design,Fire Suppression Design,Suppression layout,,Design the fire suppression pipework and nozzle layout,Mechanical Engineering,Marcus Brown,2026-03-30,2026-04-24,2026-04-01,8
Design and Engineering,Fire Suppression Design,Fire Suppression Design,Suppression layout,,Design the fire suppression pipework and nozzle layout,Mechanical Engineering,Marcus Brown,2026-03-30,2026-04-24,2026-04-02,8
Design and Engineering,Fire Suppression Design,Fire Suppression Design,Detection layout,,Design the fire detection sensor and alarm panel layout,Mechanical Engineering,Marcus Brown,2026-04-27,2026-05-29,2026-04-27,8
Design and Engineering,Fire Suppression Design,Fire Suppression Design,Detection layout,,Design the fire detection sensor and alarm panel layout,Mechanical Engineering,Marcus Brown,2026-04-27,2026-05-29,2026-04-28,8
Design and Engineering,Fire Suppression Design,Fire Suppression Design,Detection layout,,Design the fire detection sensor and alarm panel layout,Mechanical Engineering,Marcus Brown,2026-04-27,2026-05-29,2026-04-29,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Demolition survey,,Survey and document existing structures for demolition,Structural Engineering,Rebecca Henderson,2026-05-05,2026-05-08,2026-05-05,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Demolition survey,,Survey and document existing structures for demolition,Structural Engineering,Rebecca Henderson,2026-05-05,2026-05-08,2026-05-06,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Site clearance,,Clear vegetation, debris and obstructions from the site,Structural Engineering,Anne Mills,2026-05-11,2026-05-22,2026-05-11,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Site clearance,,Clear vegetation, debris and obstructions from the site,Structural Engineering,Anne Mills,2026-05-11,2026-05-22,2026-05-12,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Site clearance,,Clear vegetation, debris and obstructions from the site,Structural Engineering,Anne Mills,2026-05-11,2026-05-22,2026-05-13,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Bulk earthworks,,Excavate and grade the site to formation level,Structural Engineering,Anne Mills,2026-05-25,2026-06-05,2026-05-25,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Bulk earthworks,,Excavate and grade the site to formation level,Structural Engineering,Anne Mills,2026-05-25,2026-06-05,2026-05-26,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Bulk earthworks,,Excavate and grade the site to formation level,Structural Engineering,Rebecca Henderson,2026-05-25,2026-06-05,2026-05-25,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Bulk earthworks,,Excavate and grade the site to formation level,Structural Engineering,Rebecca Henderson,2026-05-25,2026-06-05,2026-05-26,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Drainage installation,,Install site drainage and stormwater management systems,Structural Engineering,Anne Mills,2026-06-08,2026-06-12,2026-06-08,8
Facility Construction and Fit-Out,Site Preparation,Site Preparation,Drainage installation,,Install site drainage and stormwater management systems,Structural Engineering,Anne Mills,2026-06-08,2026-06-12,2026-06-09,8
Facility Construction and Fit-Out,Structural Work,Structural Work,Piling,,Drive and test foundation piles,Structural Engineering,Rebecca Henderson,2026-05-26,2026-06-19,2026-05-26,8
Facility Construction and Fit-Out,Structural Work,Structural Work,Piling,,Drive and test foundation piles,Structural Engineering,Rebecca Henderson,2026-05-26,2026-06-19,2026-05-27,8
Facility Construction and Fit-Out,Structural Work,Structural Work,Piling,,Drive and test foundation piles,Structural Engineering,Anne Mills,2026-05-26,2026-06-19,2026-05-27,8
Facility Construction and Fit-Out,Structural Work,Structural Work,Ground beams,,Cast reinforced concrete ground beams,Structural Engineering,Anne Mills,2026-06-22,2026-07-10,,
Facility Construction and Fit-Out,Structural Work,Structural Work,Columns and slabs,,Erect columns and cast floor slabs,Structural Engineering,Rebecca Henderson,2026-07-13,2026-07-31,,
Facility Construction and Fit-Out,Structural Work,Structural Work,Cladding,,Install external cladding and roofing system,Structural Engineering,Anne Mills,2026-07-20,2026-07-31,,
Facility Construction and Fit-Out,Raised Floor Installation,Raised Floor Installation,Survey and marking,,Survey floor levels and mark out raised floor grid,Structural Engineering,Rebecca Henderson,2026-07-07,2026-07-10,,
Facility Construction and Fit-Out,Raised Floor Installation,Raised Floor Installation,Stringer installation,,Install raised floor stringers and supports,Structural Engineering,Anne Mills,2026-07-13,2026-07-24,,
Facility Construction and Fit-Out,Raised Floor Installation,Raised Floor Installation,Panel laying,,Lay and secure raised floor panels,Structural Engineering,Anne Mills,2026-07-27,2026-08-07,,
Facility Construction and Fit-Out,Raised Floor Installation,Raised Floor Installation,QA inspection,,Inspect and certify the completed raised floor installation,Structural Engineering,Rebecca Henderson,2026-08-03,2026-08-07,,
Facility Construction and Fit-Out,Building Finishing,Building Finishing,Partition walls,,Construct internal partition walls and fire-rated walls,Structural Engineering,Anne Mills,2026-07-28,2026-08-14,,
Facility Construction and Fit-Out,Building Finishing,Building Finishing,Suspended ceiling,,Install suspended ceiling systems in ancillary areas,Structural Engineering,Anne Mills,2026-08-10,2026-08-21,,
Facility Construction and Fit-Out,Building Finishing,Building Finishing,Door installation,,Install doors and frames including fire-rated assemblies,Structural Engineering,Rebecca Henderson,2026-08-17,2026-08-28,,
Facility Construction and Fit-Out,Power Supply Installation,Power Supply Installation,HV switchgear installation,,Install high voltage switchgear and protection equipment,Electrical Eng,Jessica Brown,2026-06-23,2026-07-10,,
Facility Construction and Fit-Out,Power Supply Installation,Power Supply Installation,Transformer installation,,Install and commission step-down transformers,Electrical Eng,Jessica Brown,2026-07-13,2026-07-24,,
Facility Construction and Fit-Out,Power Supply Installation,Power Supply Installation,LV switchboard installation,,Install low voltage switchboards and distribution boards,Electrical Eng,Robert Martinez,2026-07-27,2026-08-07,,
Facility Construction and Fit-Out,Power Supply Installation,Power Supply Installation,Cabling works,,Install and terminate all power cabling,Electrical Eng,Robert Martinez,2026-08-03,2026-08-21,,
Facility Construction and Fit-Out,Cooling System Installation,Cooling System Installation,Chilled water plant,,Install and commission chilled water plant and cooling towers,Mechanical Engineering,Marcus Brown,2026-06-23,2026-07-17,,
Facility Construction and Fit-Out,Cooling System Installation,Cooling System Installation,Cooling towers,,Install and commission cooling towers,Mechanical Engineering,Marcus Brown,2026-07-06,2026-07-24,,
Facility Construction and Fit-Out,Cooling System Installation,Cooling System Installation,CRAC units,,Install and commission CRAC units in the server hall,Mechanical Engineering,Marcus Brown,2026-07-27,2026-08-14,,
Facility Construction and Fit-Out,Cooling System Installation,Cooling System Installation,Insulation,,Apply thermal and acoustic insulation to pipework,Mechanical Engineering,Marcus Brown,2026-08-10,2026-08-28,,
Facility Construction and Fit-Out,Fire System Installation,Fire System Installation,Suppression pipework,,Install suppression system pipework and cylinders,Mechanical Engineering,Marcus Brown,2026-07-14,2026-08-07,,
Facility Construction and Fit-Out,Fire System Installation,Fire System Installation,Nozzle installation,,Install suppression nozzles and end-of-line fittings,Mechanical Engineering,Marcus Brown,2026-07-27,2026-08-14,,
Facility Construction and Fit-Out,Fire System Installation,Fire System Installation,Detection devices,,Install smoke and heat detection devices,Mechanical Engineering,Marcus Brown,2026-08-03,2026-08-21,,
Facility Construction and Fit-Out,Fire System Installation,Fire System Installation,Panel and wiring,,Install fire alarm control panels and field wiring,Mechanical Engineering,Marcus Brown,2026-08-17,2026-08-28,,
IT Infrastructure Installation,Cable Tray and Network Cabling,Cable Tray and Network Cabling,Tray and basket installation,,Install cable trays and wire baskets throughout the facility,Electrical Eng,Robert Martinez,2026-08-04,2026-08-21,,
IT Infrastructure Installation,Cable Tray and Network Cabling,Cable Tray and Network Cabling,Structured cabling,,Install and terminate structured copper cabling,Electrical Eng,Robert Martinez,2026-08-17,2026-09-04,,
IT Infrastructure Installation,Cable Tray and Network Cabling,Cable Tray and Network Cabling,Fibre optic installation,,Install and splice backbone fibre optic cabling,Electrical Eng,Robert Martinez,2026-08-31,2026-09-11,,
IT Infrastructure Installation,Rack and Cabinet Installation,Rack and Cabinet Installation,Floor marking and survey,,Mark rack positions and verify raised floor load capacity,Electrical Eng,Robert Martinez,2026-08-18,2026-08-21,,
IT Infrastructure Installation,Rack and Cabinet Installation,Rack and Cabinet Installation,Rack installation,,Install and anchor server and network racks,Electrical Eng,Robert Martinez,2026-08-24,2026-09-11,,
IT Infrastructure Installation,Rack and Cabinet Installation,Rack and Cabinet Installation,PDU fitting,,Install and connect rack-mounted power distribution units,Electrical Eng,Robert Martinez,2026-09-14,2026-09-18,,
IT Infrastructure Installation,Server and Storage Hardware Installation,Server and Storage Hardware Installation,Unboxing and inspection,,Unbox and inspect all server and storage equipment,Electrical Eng,Jessica Brown,2026-09-01,2026-09-04,,
IT Infrastructure Installation,Server and Storage Hardware Installation,Server and Storage Hardware Installation,Server installation,,Install servers into racks and connect power and data,Electrical Eng,Jessica Brown,2026-09-07,2026-09-25,,
IT Infrastructure Installation,Server and Storage Hardware Installation,Server and Storage Hardware Installation,Storage installation,,Install storage arrays and connect SAN/NAS fabric,Electrical Eng,Jessica Brown,2026-09-28,2026-10-09,,
IT Infrastructure Installation,Server and Storage Hardware Installation,Server and Storage Hardware Installation,Initial power-on testing,,Power on equipment and verify basic operation,Electrical Eng,Robert Martinez,2026-10-05,2026-10-09,,
IT Infrastructure Installation,Network Switch and Router Configuration,Network Switch and Router Configuration,Network design review,,Review network design and confirm configuration requirements,Electrical Eng,Jessica Brown,2026-09-15,2026-09-18,,
IT Infrastructure Installation,Network Switch and Router Configuration,Network Switch and Router Configuration,Switch stacking and configuration,,Stack and configure access and distribution switches,Electrical Eng,Jessica Brown,2026-09-21,2026-10-16,,
IT Infrastructure Installation,Network Switch and Router Configuration,Network Switch and Router Configuration,Core switch config,Switch stacking and configuration,Configure the core switching layer,Electrical Eng,Jessica Brown,2026-09-21,2026-10-02,,
IT Infrastructure Installation,Network Switch and Router Configuration,Network Switch and Router Configuration,Access switch config,Switch stacking and configuration,Configure access layer switches and port assignments,Electrical Eng,Jessica Brown,2026-10-05,2026-10-16,,
IT Infrastructure Installation,Network Switch and Router Configuration,Network Switch and Router Configuration,Router configuration,,Configure edge and core routers,Electrical Eng,Jessica Brown,2026-10-19,2026-10-23,,
IT Infrastructure Installation,Network Switch and Router Configuration,Network Switch and Router Configuration,End-to-end testing,,Test end-to-end network connectivity and failover,Electrical Eng,Jessica Brown,2026-10-26,2026-10-30,,
Testing and Commissioning,Electrical Load Testing,Electrical Load Testing,Pre-test checks,,Complete pre-commissioning checks and documentation,Electrical Eng,Jessica Brown,2026-09-22,2026-09-25,,
Testing and Commissioning,Electrical Load Testing,Electrical Load Testing,Generator load test,,Conduct full-load generator capacity testing,Electrical Eng,Robert Martinez,2026-09-28,2026-10-09,,
Testing and Commissioning,Electrical Load Testing,Electrical Load Testing,UPS capacity test,,Test UPS capacity and battery backup duration,Electrical Eng,Jessica Brown,2026-10-12,2026-10-16,,
Testing and Commissioning,Electrical Load Testing,Electrical Load Testing,Transfer test,,Test automatic transfer switching under simulated outage,Electrical Eng,Robert Martinez,2026-10-19,2026-10-23,,
Testing and Commissioning,Cooling Performance Verification,Cooling Performance Verification,Commissioning checks,,Complete cooling system commissioning checks,Mechanical Engineering,Marcus Brown,2026-10-06,2026-10-16,,
Testing and Commissioning,Cooling Performance Verification,Cooling Performance Verification,Airflow balancing,,Balance airflow across the server hall,Mechanical Engineering,Marcus Brown,2026-10-19,2026-10-23,,
Testing and Commissioning,Cooling Performance Verification,Cooling Performance Verification,Temperature stability test,,Verify temperature stability under design load conditions,Mechanical Engineering,Marcus Brown,2026-10-26,2026-11-06,,
Testing and Commissioning,Network and Security Testing,Network and Security Testing,Infrastructure testing,,Test physical infrastructure performance and resilience,Electrical Eng,Jessica Brown,2026-10-20,2026-10-30,,
Testing and Commissioning,Network and Security Testing,Network and Security Testing,Application layer testing,,Test application-layer connectivity and performance,Electrical Eng,Jessica Brown,2026-11-02,2026-11-06,,
Testing and Commissioning,Network and Security Testing,Network and Security Testing,Security audit,,Conduct security configuration audit and vulnerability scan,Electrical Eng,Jessica Brown,2026-11-09,2026-11-20,,
Testing and Commissioning,Network and Security Testing,Network and Security Testing,Remediation,,Remediate findings from security audit,Electrical Eng,Robert Martinez,2026-11-23,2026-11-27,,
Closure and Handover,Final Inspection and Sign-off,Final Inspection and Sign-off,Snagging survey,,Conduct comprehensive snagging survey of all areas,Project Management,John Davis,2026-11-17,2026-11-21,,
Closure and Handover,Final Inspection and Sign-off,Final Inspection and Sign-off,Defect rectification,,Manage and verify rectification of all snagging items,Project Management,John Davis,2026-11-24,2026-11-27,,
Closure and Handover,Final Inspection and Sign-off,Final Inspection and Sign-off,Authority sign-off,,Obtain regulatory and authority sign-off for occupancy,Project Management,John Davis,2026-12-01,2026-12-04,,
Closure and Handover,Documentation and As-Built Drawings,Documentation and As-Built Drawings,Drawing compilation,,Compile and verify as-built drawings from all disciplines,Project Management,John Davis,2026-11-17,2026-12-04,,
Closure and Handover,Documentation and As-Built Drawings,Documentation and As-Built Drawings,Operation manuals,,Compile operation and maintenance manuals for all systems,Project Management,John Davis,2026-11-24,2026-12-11,,
Closure and Handover,Documentation and As-Built Drawings,Documentation and As-Built Drawings,Maintenance schedules,,Prepare preventive maintenance schedules for all systems,Project Management,John Davis,2026-12-07,2026-12-11,,
Closure and Handover,Documentation and As-Built Drawings,Documentation and As-Built Drawings,Final handover package,,Compile and deliver the complete project handover package,Project Management,John Davis,2026-12-14,2026-12-18,,
